SOCcode,JobName,JobFamily,isBright,isGreen,JobZone,MedianSalary,JobForecast,ChanceAuto,WageGroup
49-9031.00,Home Appliance Repairers,"Installation, Maintenance, and Repair",False,False,2,39270.0,4300,72.0,
25-1192.00,"Home Economics Teachers, Postsecondary","Education, Training, and Library",False,False,5,71380.0,200,-1.0,
31-1011.00,Home Health Aides,Healthcare Support,True,False,2,24200.0,140800,39.0,
29-1069.03,Hospitalists,Healthcare Practitioners and Technical,True,False,5,200890.0,16500,-1.0,"Physicians and Surgeons, All Other"
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Food Preparation and Serving Related,True,False,2,22160.0,107600,97.0,
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Office and Administrative Support,False,False,2,23700.0,41900,94.0,
17-2112.01,Human Factors Engineers and Ergonomists,Architecture and Engineering,True,False,5,87040.0,22600,-1.0,Industrial Engineers
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Office and Administrative Support,False,False,3,40390.0,13800,90.0,
11-3121.00,Human Resources Managers,Management,True,False,4,113300.0,14400,0.6,
13-1071.00,Human Resources Specialists,Business and Financial Operations,False,False,4,60880.0,67700,-1.0,
45-3021.00,Hunters and Trappers,"Farming, Fishing, and Forestry",False,False,1,25380.0,6200,77.0,"Farming, Fishing, and Forestry Occupations"
51-8099.04,Hydroelectric Plant Technicians,Production,False,True,3,57100.0,1400,-1.0,"Plant and System Operators, All Other"
11-3051.06,Hydroelectric Production Managers,Management,False,True,3,103380.0,13800,-1.0,Industrial Production Managers
19-2043.00,Hydrologists,"Life, Physical, and Social Science",True,True,5,79370.0,800,1.4,
33-3021.05,Immigration and Customs Inspectors,Protective Service,False,False,3,81920.0,7500,-1.0,Detectives and Criminal Investigators
19-2041.03,Industrial Ecologists,"Life, Physical, and Social Science",True,True,5,71130.0,10300,-1.0,"Environmental Scientists and Specialists, Including Health"
17-3026.00,Industrial Engineering Technicians,Architecture and Engineering,False,True,3,55460.0,6600,3.0,
17-3029.05,Industrial Engineering Technologists,Architecture and Engineering,False,True,4,63200.0,8800,-1.0,"Engineering Technicians, Except Drafters, All Other"
17-2112.00,Industrial Engineers,Architecture and Engineering,True,True,4,87040.0,22600,3.0,
49-9041.00,Industrial Machinery Mechanics,"Installation, Maintenance, and Repair",False,True,3,52340.0,37800,67.0,
11-3051.00,Industrial Production Managers,Management,False,True,4,103380.0,13800,3.0,
17-2111.01,Industrial Safety and Health Engineers,Architecture and Engineering,False,True,4,89130.0,2000,-1.0,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors"
53-7051.00,Industrial Truck and Tractor Operators,Transportation and Material Moving,False,True,2,34750.0,73400,93.0,
19-3032.00,Industrial-Organizational Psychologists,"Life, Physical, and Social Science",True,False,5,97260.0,100,1.2,
15-1121.01,Informatics Nurse Specialists,Computer and Mathematical,True,False,4,88740.0,53400,-1.0,Computer Systems Analysts
43-4199.00,"Information and Record Clerks, All Other",Office and Administrative Support,False,False,-1,40950.0,20500,-1.0,
15-1122.00,Information Security Analysts,Computer and Mathematical,True,False,4,98350.0,12800,21.0,
15-1199.09,Information Technology Project Managers,Computer and Mathematical,True,False,4,90270.0,35700,-1.0,"Computer Occupations, All Other"
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,False,True,2,38250.0,54400,98.0,
49-9099.00,"Installation, Maintenance, and Repair Workers, All Other","Installation, Maintenance, and Repair",False,False,-1,39320.0,21300,50.0,
25-9031.00,Instructional Coordinators,"Education, Training, and Library",False,False,5,64450.0,18600,0.4,
25-9031.01,Instructional Designers and Technologists,"Education, Training, and Library",False,False,5,64450.0,18600,-1.0,Instructional Coordinators
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",Construction and Extraction,False,True,2,38480.0,4000,83.0,
47-2132.00,"Insulation Workers, Mechanical",Construction and Extraction,True,False,2,47740.0,3300,64.0,
13-1031.02,"Insurance Adjusters, Examiners, and Investigators",Business and Financial Operations,False,False,4,65900.0,25800,-1.0,"Claims Adjusters, Examiners, and Investigators"
13-1032.00,"Insurance Appraisers, Auto Damage",Business and Financial Operations,False,False,3,62520.0,1600,98.0,
43-9041.00,Insurance Claims and Policy Processing Clerks,Office and Administrative Support,False,False,-1,39660.0,32700,98.0,
43-9041.01,Insurance Claims Clerks,Office and Administrative Support,False,False,3,39660.0,32700,-1.0,Insurance Claims and Policy Processing Clerks
43-9041.02,Insurance Policy Processing Clerks,Office and Administrative Support,False,False,2,39660.0,32700,-1.0,Insurance Claims and Policy Processing Clerks
41-3021.00,Insurance Sales Agents,Sales and Related,True,False,4,50600.0,53400,92.0,
13-2053.00,Insurance Underwriters,Business and Financial Operations,False,False,4,69380.0,8400,99.0,
33-3021.06,Intelligence Analysts,Protective Service,False,False,4,81920.0,7500,-1.0,Detectives and Criminal Investigators
27-1025.00,Interior Designers,"Arts, Design, Entertainment, Sports, and Media",False,False,4,53370.0,8000,2.0,
29-1063.00,"Internists, General",Healthcare Practitioners and Technical,False,False,5,194500.0,1400,-1.0,
27-3091.00,Interpreters and Translators,"Arts, Design, Entertainment, Sports, and Media",True,False,4,49930.0,9800,38.0,
43-4111.00,"Interviewers, Except Eligibility and Loan",Office and Administrative Support,False,False,2,34060.0,26200,94.0,
11-9199.03,Investment Fund Managers,Management,False,False,5,107480.0,91300,-1.0,"Managers, All Other"
13-2099.03,Investment Underwriters,Business and Financial Operations,False,True,-1,70280.0,13700,-1.0,"Financial Specialists, All Other"
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Grounds Cleaning and Maintenance,True,False,2,26110.0,343100,66.0,
51-9071.01,Jewelers,Production,False,False,3,39440.0,4400,-1.0,Jewelers and Precious Stone and Metal Workers
51-9071.00,Jewelers and Precious Stone and Metal Workers,Production,False,False,-1,39440.0,4400,95.0,
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Legal,False,False,5,133920.0,1500,40.0,
23-1012.00,Judicial Law Clerks,Legal,False,False,5,53540.0,800,41.0,
25-2012.00,"Kindergarten Teachers, Except Special Education","Education, Training, and Library",False,False,4,55470.0,14300,15.0,
13-1075.00,Labor Relations Specialists,Business and Financial Operations,False,False,4,67790.0,7000,-1.0,
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,True,True,2,28260.0,434700,85.0,
17-1012.00,Landscape Architects,Architecture and Engineering,False,True,4,68230.0,1900,5.0,
37-3011.00,Landscaping and Groundskeeping Workers,Building and Grounds Cleaning and Maintenance,True,False,1,29000.0,173600,95.0,
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2,39180.0,2800,84.0,
51-6011.00,Laundry and Dry-Cleaning Workers,Production,False,False,1,23210.0,29000,71.0,
25-1112.00,"Law Teachers, Postsecondary","Education, Training, and Library",True,False,5,111140.0,2200,-1.0,
23-1011.00,Lawyers,Legal,False,False,5,120910.0,45700,4.0,
51-4192.00,"Layout Workers, Metal and Plastic",Production,False,False,2,47900.0,800,84.0,
43-6012.00,Legal Secretaries,Office and Administrative Support,False,False,3,46360.0,14300,98.0,
23-2099.00,"Legal Support Workers, All Other",Legal,False,False,-1,58930.0,4400,-1.0,
11-1031.00,Legislators,Management,False,False,4,24670.0,4300,-1.0,
25-4021.00,Librarians,"Education, Training, and Library",False,False,5,59050.0,14700,65.0,
43-4121.00,"Library Assistants, Clerical",Office and Administrative Support,False,False,2,26500.0,13700,95.0,
25-1082.00,"Library Science Teachers, Postsecondary","Education, Training, and Library",False,False,5,71560.0,500,-1.0,
25-4031.00,Library Technicians,"Education, Training, and Library",False,False,3,34040.0,14000,99.0,
43-4031.03,License Clerks,Office and Administrative Support,False,False,2,38450.0,14900,-1.0,"Court, Municipal, and License Clerks"
29-2061.00,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,True,False,3,46240.0,66300,6.0,
13-1041.02,Licensing Examiners and Inspectors,Business and Financial Operations,False,False,3,68860.0,30700,-1.0,Compliance Officers
19-1099.00,"Life Scientists, All Other","Life, Physical, and Social Science",False,False,-1,78190.0,700,-1.0,
19-4099.00,"Life, Physical, and Social Science Technicians, All Other","Life, Physical, and Social Science",True,False,-1,49670.0,9400,61.0,
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Protective Service,True,False,2,22410.0,39000,-1.0,
53-3033.00,Light Truck or Delivery Services Drivers,Transportation and Material Moving,True,False,2,32810.0,120700,69.0,
53-7033.00,"Loading Machine Operators, Underground Mining",Transportation and Material Moving,False,False,2,51160.0,300,50.0,
13-2071.01,Loan Counselors,Business and Financial Operations,True,False,4,45180.0,3800,-1.0,Credit Counselors
43-4131.00,Loan Interviewers and Clerks,Office and Administrative Support,True,False,3,39890.0,25900,92.0,
13-2072.00,Loan Officers,Business and Financial Operations,True,False,3,63040.0,29900,98.0,
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Personal Care and Service,True,False,2,24030.0,4500,43.0,
49-9094.00,Locksmiths and Safe Repairers,"Installation, Maintenance, and Repair",False,False,2,41450.0,2100,77.0,
53-4011.00,Locomotive Engineers,Transportation and Material Moving,False,True,2,62100.0,2900,96.0,
53-4012.00,Locomotive Firers,Transportation and Material Moving,False,False,2,63820.0,0,93.0,
11-9081.00,Lodging Managers,Management,False,False,4,53390.0,5500,0.4,
45-4023.00,Log Graders and Scalers,"Farming, Fishing, and Forestry",False,False,2,38220.0,700,97.0,
45-4022.00,Logging Equipment Operators,"Farming, Fishing, and Forestry",False,False,1,40510.0,5000,79.0,
45-4029.00,"Logging Workers, All Other","Farming, Fishing, and Forestry",False,False,-1,39750.0,700,-1.0,
13-1081.00,Logisticians,Business and Financial Operations,False,False,4,74600.0,17900,1.2,
13-1081.02,Logistics Analysts,Business and Financial Operations,False,True,4,74600.0,17900,-1.0,Logisticians
13-1081.01,Logistics Engineers,Business and Financial Operations,False,True,4,74600.0,17900,-1.0,Logisticians
11-3071.03,Logistics Managers,Management,False,True,4,94730.0,11400,-1.0,"Transportation, Storage, and Distribution Managers"
11-9199.08,Loss Prevention Managers,Management,False,False,4,107480.0,91300,-1.0,"Managers, All Other"
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Healthcare Practitioners and Technical,True,False,5,84270.0,10500,-1.0,Occupational Therapists
53-7063.00,Machine Feeders and Offbearers,Transportation and Material Moving,False,False,2,29560.0,8800,93.0,
51-4041.00,Machinists,Production,False,True,3,43630.0,41600,65.0,
29-2035.00,Magnetic Resonance Imaging Technologists,Healthcare Practitioners and Technical,True,False,3,71670.0,2700,-1.0,
37-2012.00,Maids and Housekeeping Cleaners,Building and Grounds Cleaning and Maintenance,True,False,2,23770.0,197000,69.0,
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Office and Administrative Support,False,False,2,30430.0,9100,94.0,
49-9071.00,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",True,True,3,38300.0,156900,64.0,
49-9043.00,"Maintenance Workers, Machinery","Installation, Maintenance, and Repair",False,False,3,47060.0,8000,86.0,
39-5091.00,"Makeup Artists, Theatrical and Performance",Personal Care and Service,True,False,3,64250.0,600,1.0,
13-1111.00,Management Analysts,Business and Financial Operations,True,False,5,83610.0,99900,13.0,
11-9199.00,"Managers, All Other",Management,False,False,-1,107480.0,91300,25.0,
39-5092.00,Manicurists and Pedicurists,Personal Care and Service,True,False,2,24330.0,20300,95.0,
49-9095.00,Manufactured Building and Mobile Home Installers,"Installation, Maintenance, and Repair",False,False,2,32040.0,200,18.0,
17-3029.06,Manufacturing Engineering Technologists,Architecture and Engineering,False,True,4,63200.0,8800,-1.0,"Engineering Technicians, Except Drafters, All Other"
17-2199.04,Manufacturing Engineers,Architecture and Engineering,False,True,4,96980.0,11700,-1.0,"Engineers, All Other"
17-3029.09,Manufacturing Production Technicians,Architecture and Engineering,False,True,3,63200.0,8800,-1.0,"Engineering Technicians, Except Drafters, All Other"
17-3031.02,Mapping Technicians,Architecture and Engineering,False,False,3,44380.0,7200,-1.0,Surveying and Mapping Technicians
17-2121.02,Marine Architects,Architecture and Engineering,True,False,4,92560.0,800,-1.0,Marine Engineers and Naval Architects
17-2121.01,Marine Engineers,Architecture and Engineering,True,False,4,92560.0,800,-1.0,Marine Engineers and Naval Architects
17-2121.00,Marine Engineers and Naval Architects,Architecture and Engineering,True,False,-1,92560.0,800,1.0,
13-1161.00,Market Research Analysts and Marketing Specialists,Business and Financial Operations,True,False,4,63120.0,90700,61.0,
11-2021.00,Marketing Managers,Management,True,True,4,134290.0,26000,1.4,
43-5081.02,Marking Clerks,Office and Administrative Support,True,False,2,25700.0,279500,-1.0,Stock Clerks and Order Fillers
21-1013.00,Marriage and Family Therapists,Community and Social Service,True,False,5,50090.0,7500,1.4,
31-9011.00,Massage Therapists,Healthcare Support,True,False,3,41420.0,24200,54.0,
53-7199.00,"Material Moving Workers, All Other",Transportation and Material Moving,False,False,-1,29410.0,3700,-1.0,
17-2131.00,Materials Engineers,Architecture and Engineering,False,False,4,92390.0,1700,2.0,
19-2032.00,Materials Scientists,"Life, Physical, and Social Science",False,True,5,99800.0,800,2.0,
53-5021.02,"Mates- Ship, Boat, and Barge",Transportation and Material Moving,False,False,2,69180.0,3600,-1.0,"Captains, Mates, and Pilots of Water Vessels"
15-2099.00,"Mathematical Science Occupations, All Other",Computer and Mathematical,False,False,-1,57190.0,200,-1.0,Miscellaneous Mathematical Science Occupations
25-1022.00,"Mathematical Science Teachers, Postsecondary","Education, Training, and Library",False,False,5,73230.0,5300,-1.0,
15-2091.00,Mathematical Technicians,Computer and Mathematical,False,False,4,57190.0,200,99.0,Miscellaneous Mathematical Science Occupations
15-2021.00,Mathematicians,Computer and Mathematical,True,False,5,101900.0,300,5.0,
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Production,False,False,1,26950.0,20800,94.0,
49-9011.00,Mechanical Door Repairers,"Installation, Maintenance, and Repair",True,False,2,41010.0,2300,91.0,
17-3013.00,Mechanical Drafters,Architecture and Engineering,False,False,3,55920.0,5400,68.0,
17-3027.00,Mechanical Engineering Technicians,Architecture and Engineering,False,False,3,56250.0,4300,38.0,
17-3029.07,Mechanical Engineering Technologists,Architecture and Engineering,False,True,3,63200.0,8800,-1.0,"Engineering Technicians, Except Drafters, All Other"
17-2141.00,Mechanical Engineers,Architecture and Engineering,False,True,4,87370.0,22900,1.1,
17-2199.05,Mechatronics Engineers,Architecture and Engineering,False,True,4,96980.0,11700,-1.0,"Engineers, All Other"
27-4099.00,"Media and Communication Equipment Workers, All Other","Arts, Design, Entertainment, Sports, and Media",False,False,-1,79580.0,2400,-1.0,
27-3099.00,"Media and Communication Workers, All Other","Arts, Design, Entertainment, Sports, and Media",True,False,-1,48330.0,3200,-1.0,
29-2012.00,Medical and Clinical Laboratory Technicians,Healthcare Practitioners and Technical,True,False,3,52330.0,25500,47.0,Clinical Laboratory Technologists and Technicians
29-2011.00,Medical and Clinical Laboratory Technologists,Healthcare Practitioners and Technical,True,False,4,52330.0,25500,90.0,Clinical Laboratory Technologists and Technicians
11-9111.00,Medical and Health Services Managers,Management,True,False,5,99730.0,42200,0.7,
51-9082.00,Medical Appliance Technicians,Production,True,False,3,39190.0,2200,45.0,
31-9092.00,Medical Assistants,Healthcare Support,True,False,3,33610.0,99700,30.0,
31-9093.00,Medical Equipment Preparers,Healthcare Support,True,False,2,36240.0,7300,78.0,
49-9062.00,Medical Equipment Repairers,"Installation, Maintenance, and Repair",False,False,3,49210.0,6000,27.0,
29-2071.00,Medical Records and Health Information Technicians,Healthcare Practitioners and Technical,True,False,3,40350.0,16800,91.0,
19-1042.00,"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science",True,False,5,84810.0,13200,0.5,
43-6013.00,Medical Secretaries,Office and Administrative Support,True,False,3,35760.0,82400,81.0,
31-9094.00,Medical Transcriptionists,Healthcare Support,False,False,3,34770.0,7700,89.0,
13-1121.00,"Meeting, Convention, and Event Planners",Business and Financial Operations,True,False,4,49370.0,16800,4.0,
21-1023.00,Mental Health and Substance Abuse Social Workers,Community and Social Service,True,False,5,44840.0,15500,0.3,
21-1014.00,Mental Health Counselors,Community and Social Service,True,False,5,47790.0,103900,0.5,Counselors
27-1026.00,Merchandise Displayers and Window Trimmers,"Arts, Design, Entertainment, Sports, and Media",False,False,3,28450.0,17300,48.0,
51-4199.00,"Metal Workers and Plastic Workers, All Other",Production,False,False,-1,35920.0,2300,-1.0,
51-4051.00,Metal-Refining Furnace Operators and Tenders,Production,False,False,2,41220.0,2000,88.0,
43-5041.00,"Meter Readers, Utilities",Office and Administrative Support,False,False,2,40360.0,2800,85.0,
11-3051.05,Methane/Landfill Gas Collection System Operators,Management,False,True,-1,103380.0,13800,-1.0,Industrial Production Managers
51-8099.02,Methane/Landfill Gas Generation System Technicians,Production,False,True,-1,57100.0,1400,-1.0,"Plant and System Operators, All Other"
19-1022.00,Microbiologists,"Life, Physical, and Social Science",False,False,5,71650.0,2100,1.2,
17-2199.06,Microsystems Engineers,Architecture and Engineering,False,True,5,96980.0,11700,-1.0,"Engineers, All Other"
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education","Education, Training, and Library",False,False,4,58600.0,48300,-1.0,
29-9099.01,Midwives,Healthcare Practitioners and Technical,True,False,4,54620.0,2500,-1.0,"Healthcare Practitioners and Technical Workers, All Other"
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2,43590.0,1400,-1.0,
49-9044.00,Millwrights,"Installation, Maintenance, and Repair",True,True,2,55060.0,4400,59.0,
47-5042.00,Mine Cutting and Channeling Machine Operators,Construction and Extraction,False,False,2,47170.0,600,59.0,
53-7111.00,Mine Shuttle Car Operators,Transportation and Material Moving,False,False,2,56340.0,100,37.0,
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",Architecture and Engineering,False,False,4,92250.0,500,14.0,
47-5049.00,"Mining Machine Operators, All Other",Construction and Extraction,False,False,-1,51490.0,400,-1.0,
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Production,False,True,2,37210.0,14900,83.0,
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines","Installation, Maintenance, and Repair",False,False,3,51920.0,15800,40.0,
51-4061.00,"Model Makers, Metal and Plastic",Production,False,False,3,56130.0,500,93.0,
51-7031.00,"Model Makers, Wood",Production,False,False,3,53100.0,200,96.0,
41-9012.00,Models,Sales and Related,False,False,1,23770.0,600,98.0,
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Production,False,False,-1,33340.0,5300,90.0,
51-9195.07,Molding and Casting Workers,Production,False,False,2,33340.0,5300,-1.0,"Molders, Shapers, and Casters, Except Metal and Plastic"
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2,31480.0,15700,-1.0,
19-1029.02,Molecular and Cellular Biologists,"Life, Physical, and Social Science",False,False,5,79590.0,4700,-1.0,"Biological Scientists, All Other"
39-4031.00,"Morticians, Undertakers, and Funeral Directors",Personal Care and Service,False,False,3,52650.0,3600,20.0,
39-3021.00,Motion Picture Projectionists,Personal Care and Service,False,False,2,22760.0,800,97.0,
53-3099.00,"Motor Vehicle Operators, All Other",Transportation and Material Moving,True,False,-1,30360.0,11000,-1.0,
49-3051.00,Motorboat Mechanics and Service Technicians,"Installation, Maintenance, and Repair",False,False,3,40180.0,2700,66.0,
53-5022.00,Motorboat Operators,Transportation and Material Moving,False,False,2,50290.0,300,62.0,
49-3052.00,Motorcycle Mechanics,"Installation, Maintenance, and Repair",True,False,3,36790.0,1900,79.0,
27-1014.00,Multimedia Artists and Animators,"Arts, Design, Entertainment, Sports, and Media",False,False,4,72520.0,8300,1.5,
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,False,False,2,35390.0,14700,-1.0,
43-4031.02,Municipal Clerks,Office and Administrative Support,False,False,3,38450.0,14900,-1.0,"Court, Municipal, and License Clerks"
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,Protective Service,False,False,3,76330.0,4800,-1.0,First-Line Supervisors of Fire Fighting and Prevention Workers
33-2011.01,Municipal Firefighters,Protective Service,False,False,3,49620.0,25000,-1.0,Firefighters
25-4013.00,Museum Technicians and Conservators,"Education, Training, and Library",True,False,4,43020.0,1800,59.0,
27-2041.04,Music Composers and Arrangers,"Arts, Design, Entertainment, Sports, and Media",False,False,3,49630.0,7800,-1.0,Music Directors and Composers
27-2041.01,Music Directors,"Arts, Design, Entertainment, Sports, and Media",False,False,4,49630.0,7800,-1.0,Music Directors and Composers
27-2041.00,Music Directors and Composers,"Arts, Design, Entertainment, Sports, and Media",False,False,-1,49630.0,7800,1.5,
29-1125.02,Music Therapists,Healthcare Practitioners and Technical,True,False,4,47860.0,1100,-1.0,Recreational Therapists
49-9063.00,Musical Instrument Repairers and Tuners,"Installation, Maintenance, and Repair",False,False,3,36330.0,800,91.0,
27-2042.00,Musicians and Singers,"Arts, Design, Entertainment, Sports, and Media",False,False,-1,28.15,22400,7.0,
27-2042.02,"Musicians, Instrumental","Arts, Design, Entertainment, Sports, and Media",False,False,4,28.15,22400,-1.0,Musicians and Singers
39-9011.01,Nannies,Personal Care and Service,True,False,2,23240.0,177900,-1.0,Childcare Workers
17-2199.09,Nanosystems Engineers,Architecture and Engineering,False,True,5,96980.0,11700,-1.0,"Engineers, All Other"
17-3029.12,Nanotechnology Engineering Technicians,Architecture and Engineering,False,True,3,63200.0,8800,-1.0,"Engineering Technicians, Except Drafters, All Other"
17-3029.11,Nanotechnology Engineering Technologists,Architecture and Engineering,False,True,4,63200.0,8800,-1.0,"Engineering Technicians, Except Drafters, All Other"
11-9121.00,Natural Sciences Managers,Management,False,True,5,123860.0,6100,1.8,
29-1199.04,Naturopathic Physicians,Healthcare Practitioners and Technical,True,False,5,73960.0,3400,-1.0,"Health Diagnosing and Treating Practitioners, All Other"
15-1142.00,Network and Computer Systems Administrators,Computer and Mathematical,False,False,4,82050.0,29300,3.0,
29-2099.01,Neurodiagnostic Technologists,Healthcare Practitioners and Technical,True,False,3,42920.0,11700,-1.0,"Health Technologists and Technicians, All Other"
29-1069.04,Neurologists,Healthcare Practitioners and Technical,True,False,5,200890.0,16500,-1.0,"Physicians and Surgeons, All Other"
19-3039.01,Neuropsychologists and Clinical Neuropsychologists,"Life, Physical, and Social Science",True,False,5,100770.0,1600,-1.0,"Psychologists, All Other"
43-4141.00,New Accounts Clerks,Office and Administrative Support,False,False,2,35800.0,4400,99.0,
17-3029.01,Non-Destructive Testing Specialists,Architecture and Engineering,False,False,2,63200.0,8800,-1.0,"Engineering Technicians, Except Drafters, All Other"
39-2021.00,Nonfarm Animal Caretakers,Personal Care and Service,True,False,2,23760.0,54500,82.0,
17-2161.00,Nuclear Engineers,Architecture and Engineering,False,True,4,107600.0,1100,7.0,
19-4051.01,Nuclear Equipment Operation Technicians,"Life, Physical, and Social Science",False,True,3,79140.0,900,-1.0,Nuclear Technicians
29-1069.05,Nuclear Medicine Physicians,Healthcare Practitioners and Technical,True,False,5,200890.0,16500,-1.0,"Physicians and Surgeons, All Other"
29-2033.00,Nuclear Medicine Technologists,Healthcare Practitioners and Technical,True,False,3,76820.0,1200,13.0,
19-4051.02,Nuclear Monitoring Technicians,"Life, Physical, and Social Science",False,False,3,79140.0,900,-1.0,Nuclear Technicians
51-8011.00,Nuclear Power Reactor Operators,Production,False,True,3,94350.0,500,95.0,
19-4051.00,Nuclear Technicians,"Life, Physical, and Social Science",False,False,-1,79140.0,900,85.0,
29-1151.00,Nurse Anesthetists,Healthcare Practitioners and Technical,True,False,5,167950.0,3200,-1.0,
29-1161.00,Nurse Midwives,Healthcare Practitioners and Technical,True,False,5,103770.0,500,-1.0,
29-1171.00,Nurse Practitioners,Healthcare Practitioners and Technical,True,False,5,107030.0,16900,-1.0,
11-9013.01,Nursery and Greenhouse Managers,Management,False,False,3,67950.0,95600,-1.0,"Farmers, Ranchers, and Other Agricultural Managers"
45-2092.01,Nursery Workers,"Farming, Fishing, and Forestry",False,False,2,24320.0,88800,-1.0,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
31-1014.00,Nursing Assistants,Healthcare Support,True,False,2,28540.0,190700,-1.0,
25-1072.00,"Nursing Instructors and Teachers, Postsecondary","Education, Training, and Library",True,False,5,73490.0,7700,-1.0,
29-1064.00,Obstetricians and Gynecologists,Healthcare Practitioners and Technical,False,False,5,208000.0,700,-1.0,
29-9011.00,Occupational Health and Safety Specialists,Healthcare Practitioners and Technical,False,True,4,73020.0,6300,17.0,
29-9012.00,Occupational Health and Safety Technicians,Healthcare Practitioners and Technical,True,True,3,50780.0,1300,25.0,
29-1122.00,Occupational Therapists,Healthcare Practitioners and Technical,True,False,5,84270.0,10500,0.4,
31-2012.00,Occupational Therapy Aides,Healthcare Support,True,False,3,28160.0,1100,27.0,
31-2011.00,Occupational Therapy Assistants,Healthcare Support,True,False,3,60220.0,7000,3.0,
43-9199.00,"Office and Administrative Support Workers, All Other",Office and Administrative Support,False,False,-1,34850.0,28600,-1.0,
43-9061.00,"Office Clerks, General",Office and Administrative Support,True,False,2,32730.0,360400,96.0,
43-9071.00,"Office Machine Operators, Except Computer",Office and Administrative Support,False,False,2,32790.0,5300,92.0,
13-1199.06,Online Merchants,Business and Financial Operations,True,False,4,70530.0,119600,-1.0,"Business Operations Specialists, All Other"
47-2073.00,Operating Engineers and Other Construction Equipment Operators,Construction and Extraction,True,True,2,47810.0,52500,95.0,
15-2031.00,Operations Research Analysts,Computer and Mathematical,True,False,5,83390.0,10900,4.0,
51-9083.00,Ophthalmic Laboratory Technicians,Production,True,False,2,31830.0,4100,97.0,
29-2057.00,Ophthalmic Medical Technicians,Healthcare Practitioners and Technical,True,False,3,36530.0,5600,-1.0,
29-2099.05,Ophthalmic Medical Technologists,Healthcare Practitioners and Technical,True,False,3,42920.0,11700,-1.0,"Health Technologists and Technicians, All Other"
29-1069.06,Ophthalmologists,Healthcare Practitioners and Technical,True,False,5,200890.0,16500,-1.0,"Physicians and Surgeons, All Other"
29-2081.00,"Opticians, Dispensing",Healthcare Practitioners and Technical,True,False,3,37010.0,6600,71.0,
29-1041.00,Optometrists,Healthcare Practitioners and Technical,True,False,5,111790.0,1700,14.0,
29-1022.00,Oral and Maxillofacial Surgeons,Healthcare Practitioners and Technical,True,False,5,208000.0,200,0.4,
43-4151.00,Order Clerks,Office and Administrative Support,False,False,2,33460.0,19100,98.0,
43-5081.04,"Order Fillers, Wholesale and Retail Sales",Office and Administrative Support,True,False,2,25700.0,279500,-1.0,Stock Clerks and Order Fillers
31-1015.00,Orderlies,Healthcare Support,False,False,2,28060.0,6100,-1.0,
29-1023.00,Orthodontists,Healthcare Practitioners and Technical,True,False,5,208000.0,300,2.0,
29-1199.05,Orthoptists,Healthcare Practitioners and Technical,True,False,5,73960.0,3400,-1.0,"Health Diagnosing and Treating Practitioners, All Other"
29-2091.00,Orthotists and Prosthetists,Healthcare Practitioners and Technical,True,False,5,69120.0,900,0.4,
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,"Installation, Maintenance, and Repair",False,False,2,35400.0,3800,93.0,
51-9111.00,Packaging and Filling Machine Operators and Tenders,Production,False,False,2,30160.0,46700,98.0,
53-7064.00,"Packers and Packagers, Hand",Transportation and Material Moving,False,False,2,24580.0,93000,38.0,
47-2141.00,"Painters, Construction and Maintenance",Construction and Extraction,False,False,2,38940.0,41400,75.0,
51-9122.00,"Painters, Transportation Equipment",Production,False,False,2,42280.0,6700,69.0,
